id,type,gender,skin_tone,count,accessories
2754,human,female,medium,3,black lipstick/frumpy hair/cigarette
2755,human,female,medium,3,messy hair/green eye shadow/cigarette
2756,human,female,dark,3,clown eyes green/hot lipstick/mohawk dark
2757,human,male,dark,3,earring/headband/medical mask
2758,human,male,dark,3,cigarette/cap forward/clown eyes green
2759,human,female,albino,1,pilot helmet
2760,human,female,dark,2,blue eye shadow/pigtails
2761,human,female,dark,3,gold chain/straight hair dark/nerd glasses
2762,human,male,medium,2,silver chain/do-rag
2763,human,male,dark,3,cap/frown/handlebars
2764,human,male,medium,3,wild hair/normal beard/eye patch
2765,human,male,dark,2,cap forward/muttonchops
2766,human,male,light,3,clown nose/police cap/vr
2767,human,male,medium,3,rosy cheeks/do-rag/regular shades
2768,human,male,dark,1,nerd glasses
2769,human,male,medium,3,peak spike/shadow beard/nerd glasses
2770,human,male,light,3,cigarette/luxurious beard/mohawk thin
2771,human,male,dark,2,shadow beard/mohawk dark
2772,human,female,light,4,black lipstick/bandana/clown eyes green/earring
2773,human,male,light,2,medical mask/mohawk
2774,human,male,light,3,stringy hair/earring/nerd glasses
2775,human,female,medium,2,headband/earring
2776,human,male,medium,3,spots/earring/mohawk
2777,human,male,dark,3,normal beard/shaved head/small shades
2778,human,male,dark,3,front beard/messy hair/big shades
2779,human,male,medium,3,frumpy hair/handlebars/earring
2780,human,male,medium,3,earring/nerd glasses/crazy hair
2781,human,female,medium,2,red mohawk/3d glasses
2782,human,female,dark,3,classic shades/stringy hair/purple lipstick
2783,human,male,medium,2,bandana/shadow beard
2784,human,male,dark,3,clown eyes blue/normal beard black/crazy hair
2785,human,male,medium,3,normal beard/knitted cap/eye patch
2786,human,male,medium,4,cigarette/bandana/earring/horned rim glasses
2787,human,female,medium,3,purple eye shadow/earring/mohawk dark
2788,human,male,medium,4,front beard/classic shades/do-rag/mole
2789,human,male,light,3,vampire hair/shadow beard/horned rim glasses
2790,human,male,dark,2,wild hair/normal beard
2791,human,male,dark,2,handlebars/mohawk thin
2792,human,female,dark,3,silver chain/straight hair/purple lipstick
2793,human,female,medium,3,clown nose/blonde short/nerd glasses
2794,human,male,light,3,cigarette/messy hair/3d glasses
2795,human,female,medium,3,green eye shadow/wild blonde/rosy cheeks
2796,human,male,dark,3,peak spike/shadow beard/horned rim glasses
2797,human,male,light,3,mohawk thin/horned rim glasses/goat
2798,human,male,dark,3,cap forward/earring/eye patch
2799,human,female,albino,3,horned rim glasses/wild hair/earring
2800,human,female,dark,1,orange side
2801,human,male,dark,2,messy hair/small shades
2802,human,male,dark,2,stringy hair/big shades
2803,human,male,dark,3,chinstrap/knitted cap/regular shades
2804,human,male,medium,3,spots/nerd glasses/shaved head
2805,human,male,dark,2,police cap/chinstrap
2806,human,male,light,2,purple hair/goat
2807,human,female,dark,4,cap/hot lipstick/vr/earring
2808,human,female,dark,2,knitted cap/purple lipstick
2809,human,male,medium,2,normal beard/mohawk dark
2810,human,male,light,2,nerd glasses/do-rag
2811,human,female,medium,3,clown eyes green/wild blonde/purple lipstick
2812,human,female,dark,3,cap/vape/purple lipstick
2813,human,female,dark,2,blonde short/hot lipstick
2814,human,female,dark,4,vape/hot lipstick/half shaved/earring
2815,human,female,light,4,straight hair/purple lipstick/earring/nerd glasses
2816,human,female,light,3,clown nose/clown eyes blue/straight hair dark
2817,human,female,albino,3,messy hair/hot lipstick/clown eyes blue
2818,human,male,dark,3,stringy hair/normal beard black/earring
2819,human,male,light,4,vampire hair/chinstrap/horned rim glasses/mole
2820,human,male,dark,3,bandana/luxurious beard/3d glasses
2821,human,female,dark,2,stringy hair/earring
2822,human,female,medium,2,purple eye shadow/stringy hair
2823,human,male,dark,2,hoodie/vr
2824,human,male,albino,2,mustache/knitted cap
2825,human,male,light,3,bandana/handlebars/small shades
2826,human,female,light,3,frumpy hair/vr/earring
2827,human,male,dark,2,fedora/earring
2828,human,female,dark,3,clown eyes green/pigtails/earring
2829,human,female,albino,3,blue eye shadow/earring/blonde bob
2830,human,male,light,4,cigarette/peak spike/classic shades/earring
2831,human,female,dark,3,big shades/wild white hair/black lipstick
2832,human,female,dark,2,horned rim glasses/straight hair
2833,human,male,albino,2,front beard/cowboy hat
2834,human,male,dark,2,front beard/fedora
2835,human,male,light,4,normal beard black/peak spike/earring/nerd glasses
2836,human,female,light,4,wild white hair/welding goggles/earring/cigarette
2837,human,female,dark,2,blue eye shadow/stringy hair
2838,human,male,light,2,cigarette/cap
2839,human,female,light,2,mohawk/classic shades
2840,human,male,medium,2,cap forward/horned rim glasses
2841,human,female,dark,2,spots/straight hair blonde
2842,human,male,medium,3,mohawk thin/earring/normal beard
2843,human,female,dark,5,vape/eye mask/black lipstick/bandana/earring
2844,human,female,medium,2,black lipstick/pilot helmet
2845,human,male,light,3,earring/clown hair green/eye patch
2846,human,female,medium,2,messy hair/black lipstick
2847,human,male,light,3,earring/nerd glasses/knitted cap
2848,human,male,light,3,mohawk thin/mustache/earring
2849,human,female,medium,2,headband/regular shades
2850,human,female,dark,2,messy hair/earring
2851,human,male,albino,2,police cap/earring
2852,human,female,light,4,wild white hair/black lipstick/regular shades/earring
2853,human,male,medium,2,wild hair/normal beard
2854,human,male,medium,3,handlebars/police cap/earring
2855,human,male,medium,2,handlebars/mohawk dark
2856,human,male,medium,3,eye mask/peak spike/pipe
2857,human,female,medium,3,welding goggles/crazy hair/cigarette
2858,human,female,dark,3,clown eyes green/purple lipstick/mohawk dark
2859,human,male,medium,3,headband/small shades/big beard
2860,human,female,medium,2,mohawk/regular shades
2861,human,male,light,1,mole
2862,human,male,light,2,muttonchops/headband
2863,human,male,dark,2,police cap/silver chain
2864,human,male,medium,3,eye mask/mustache/knitted cap
2865,human,male,dark,2,handlebars/fedora
2866,human,male,albino,4,bandana/muttonchops/classic shades/earring
2867,human,female,medium,2,blue eye shadow/pink with hat
2868,human,male,light,2,peak spike/front beard dark
2869,human,male,light,2,3d glasses/mohawk dark
2870,human,male,medium,2,chinstrap/knitted cap
2871,human,male,dark,3,cigarette/messy hair/horned rim glasses
2872,human,male,light,3,police cap/silver chain/small shades
2873,human,male,medium,3,vampire hair/cigarette/eye mask
2874,human,male,light,3,clown nose/crazy hair/eye patch
2875,human,male,medium,2,handlebars/shaved head
2876,human,female,medium,3,vape/stringy hair/purple lipstick
2877,human,male,dark,2,front beard dark/crazy hair
2878,human,male,dark,3,clown eyes blue/peak spike/pipe
2879,human,male,medium,2,muttonchops/purple hair
2880,human,male,light,2,mohawk thin/regular shades
2881,human,male,dark,3,goat/shaved head/regular shades
2882,human,male,albino,2,earring/pipe
2883,human,male,dark,2,messy hair/vr
2884,human,female,medium,2,vape/pilot helmet
2885,human,male,medium,5,shadow beard/earring/headband/small shades/mole
2886,human,male,dark,3,cigarette/luxurious beard/hoodie
2887,human,male,medium,2,luxurious beard/top hat
2888,human,female,dark,3,black lipstick/mohawk dark/cigarette
2889,human,female,dark,3,pilot helmet/purple lipstick/cigarette
2890,alien,male,,1,cap
2891,human,female,albino,2,tiara/regular shades
2892,human,male,medium,3,normal beard/top hat/vr
2893,human,female,light,3,wild blonde/earring/nerd glasses
2894,human,male,medium,5,frown/hoodie/gold chain/chinstrap/earring
2895,human,male,medium,2,3d glasses/cowboy hat
2896,human,female,dark,3,blue eye shadow/earring/straight hair dark
2897,human,male,dark,2,big shades/headband
2898,human,male,dark,3,big shades/earring/do-rag
2899,human,male,dark,2,front beard dark/purple hair
2900,human,female,light,2,pilot helmet/earring
2901,human,male,albino,4,cigarette/normal beard black/cap/regular shades
2902,human,male,albino,2,shadow beard/do-rag
2903,human,female,albino,4,hot lipstick/classic shades/earring/mohawk dark
2904,human,female,dark,4,bandana/choker/hot lipstick/clown eyes blue
2905,human,female,dark,3,knitted cap/hot lipstick/earring
2906,human,male,light,3,front beard dark/knitted cap/eye patch
2907,human,male,dark,3,messy hair/goat/eye patch
2908,human,male,dark,2,eye mask/wild hair
2909,human,female,dark,2,black lipstick/pilot helmet
2910,human,male,medium,2,nerd glasses/top hat
2911,human,male,medium,3,frumpy hair/front beard dark/medical mask
2912,human,male,dark,2,shadow beard/shaved head
2913,human,male,medium,3,stringy hair/front beard/small shades
2914,human,female,albino,2,hot lipstick/frumpy hair
2915,human,female,dark,4,bandana/clown eyes green/purple lipstick/earring
2916,human,male,dark,3,bandana/clown nose/goat
2917,human,female,medium,2,bandana/purple lipstick
2918,human,female,dark,3,tassle hat/vape/blue eye shadow
2919,human,female,dark,2,mole/straight hair dark
2920,human,female,dark,2,straight hair dark/nerd glasses
2921,human,male,medium,2,cigarette/shaved head
2922,human,male,light,3,cap/earring/3d glasses
2923,human,male,light,4,stringy hair/buck teeth/shadow beard/regular shades
2924,ape,male,,1,hoodie
2925,human,male,dark,3,police cap/earring/nerd glasses
2926,human,male,medium,3,messy hair/mustache/nerd glasses
2927,human,male,medium,1,normal beard
2928,human,male,light,3,earring/nerd glasses/headband
2929,human,male,medium,2,frumpy hair/eye patch
2930,human,male,medium,2,big shades/clown hair green
2931,human,male,light,2,stringy hair/shadow beard
2932,human,male,medium,1,front beard
2933,human,male,dark,3,cigarette/bandana/earring
2934,human,male,dark,2,peak spike/goat
2935,human,male,dark,4,cap forward/classic shades/earring/big beard
2936,human,male,dark,3,horned rim glasses/goat/crazy hair
2937,human,female,dark,3,purple eye shadow/stringy hair/purple lipstick
2938,zombie,male,,1,wild hair
2939,human,male,light,2,earring/knitted cap
2940,human,female,albino,5,spots/hot lipstick/earring/blonde bob/clown eyes blue
2941,human,female,medium,2,bandana/green eye shadow
2942,human,male,dark,2,frumpy hair/spots
2943,human,female,light,3,clown eyes green/hot lipstick/stringy hair
2944,human,male,light,3,frumpy hair/shadow beard/nerd glasses
2945,human,female,dark,4,purple eye shadow/purple lipstick/earring/straight hair dark
2946,human,female,light,3,classic shades/dark hair/earring
2947,human,male,dark,4,bandana/front beard dark/earring/small shades
2948,human,male,light,2,eye mask/wild hair
2949,human,male,light,4,mohawk thin/earring/medical mask/eye patch
2950,human,female,dark,1,headband
2951,human,male,light,2,police cap/smile
2952,human,male,medium,3,big shades/earring/mohawk dark
2953,human,male,medium,4,normal beard black/wild hair/vape/regular shades
2954,human,female,albino,2,wild blonde/vr
2955,human,male,dark,3,front beard/frumpy hair/clown nose
2956,human,male,dark,3,messy hair/shadow beard/regular shades
2957,human,male,albino,4,cigarette/earring/mohawk/mole
2958,human,female,light,2,pink with hat/clown eyes blue
2959,human,male,albino,3,muttonchops/shaved head/clown eyes green
2960,human,female,medium,2,tassle hat/medical mask
2961,human,male,medium,4,frown/wild hair/big beard/mole
2962,human,male,medium,4,cigarette/normal beard black/crazy hair/clown eyes green
2963,human,female,medium,3,mohawk/purple eye shadow/purple lipstick
2964,human,male,light,1,beanie
2965,human,male,medium,3,horned rim glasses/normal beard/shaved head
2966,human,female,dark,3,pipe/blue eye shadow/knitted cap
2967,zombie,male,,2,mohawk thin/chinstrap
2968,human,female,light,3,vape/eye mask/mohawk dark
2969,human,female,medium,3,hot lipstick/frumpy hair/classic shades
2970,human,male,dark,3,stringy hair/shadow beard/earring
2971,human,male,dark,3,peak spike/classic shades/mole
2972,human,female,medium,2,messy hair/clown eyes green
2973,human,female,dark,3,frumpy hair/vr/purple lipstick
2974,human,female,dark,3,black lipstick/clown eyes green/crazy hair
2975,human,male,light,2,cap forward/muttonchops
2976,human,male,dark,2,headband/regular shades
2977,human,female,light,3,clown eyes green/hot lipstick/straight hair dark
2978,human,female,medium,3,black lipstick/pink with hat/regular shades
2979,human,male,medium,2,front beard dark/wild hair
2980,human,male,light,3,cap forward/mustache/vr
2981,human,female,medium,2,welding goggles/mohawk thin
2982,human,male,light,2,knitted cap/medical mask
2983,human,male,dark,3,earring/shaved head/regular shades
2984,human,female,medium,3,red mohawk/hot lipstick/regular shades
2985,human,male,dark,2,buck teeth/fedora
2986,human,male,light,3,messy hair/handlebars/earring
2987,human,male,dark,2,mustache/shaved head
2988,human,male,light,3,cigarette/frumpy hair/normal beard black
2989,human,male,dark,2,horned rim glasses/shaved head
2990,human,male,dark,2,purple hair/nerd glasses
2991,human,male,medium,2,front beard/mohawk thin
2992,human,male,light,3,police cap/chinstrap/small shades
2993,human,male,light,3,front beard dark/horned rim glasses/do-rag
2994,human,female,dark,3,blonde short/hot lipstick/nerd glasses
2995,human,male,dark,1,eye patch
2996,human,male,dark,2,handlebars/do-rag
2997,human,female,dark,2,clown eyes green/clown hair green
2998,human,male,medium,3,shadow beard/fedora/earring
2999,human,male,medium,3,stringy hair/front beard dark/eye patch
3000,human,male,medium,2,frumpy hair/normal beard
3001,human,male,dark,2,vampire hair/nerd glasses
3002,human,female,dark,2,mohawk/purple eye shadow
3003,human,male,dark,2,front beard/do-rag
3004,human,female,medium,4,mohawk/purple lipstick/earring/nerd glasses
3005,human,female,medium,2,messy hair/welding goggles
3006,human,male,medium,2,front beard/crazy hair
3007,human,male,medium,2,wild hair/3d glasses
3008,human,female,dark,2,tassle hat/horned rim glasses
3009,human,male,dark,5,cigarette/peak spike/big shades/earring/normal beard
3010,human,male,medium,2,vampire hair/shadow beard
3011,human,male,dark,6,vampire hair/frown/earring/normal beard/pipe/small shades
3012,human,male,light,2,stringy hair/gold chain
3013,human,male,medium,3,stringy hair/gold chain/chinstrap
3014,human,male,dark,3,shadow beard/wild hair/horned rim glasses
3015,human,female,medium,3,welding goggles/crazy hair/hot lipstick
3016,human,male,light,4,messy hair/normal beard black/smile/clown eyes green
3017,human,male,dark,4,eye mask/frown/knitted cap/big beard
3018,human,male,albino,3,cigarette/wild hair/normal beard
3019,human,male,light,3,chinstrap/eye patch/mohawk dark
3020,human,male,medium,3,cigarette/luxurious beard/do-rag
3021,human,male,medium,3,messy hair/handlebars/vr
3022,human,male,light,2,hoodie/clown eyes green
3023,human,male,medium,3,bandana/shadow beard/earring
3024,human,male,albino,2,frumpy hair/vr
3025,human,female,dark,3,knitted cap/hot lipstick/clown eyes blue
3026,human,female,light,2,horned rim glasses/blonde short
3027,human,male,light,3,bandana/front beard dark/3d glasses
3028,human,male,albino,3,bandana/shadow beard/eye patch
3029,human,female,light,3,red mohawk/blue eye shadow/earring
3030,human,female,medium,2,stringy hair/clown eyes blue
3031,human,female,medium,2,tassle hat/nerd glasses
3032,human,female,light,2,wild blonde/rosy cheeks
3033,human,male,medium,3,cigarette/shadow beard/do-rag
3034,human,female,dark,3,bandana/green eye shadow/hot lipstick
3035,human,male,medium,3,handlebars/wild hair/nerd glasses
3036,human,male,dark,3,luxurious beard/peak spike/eye patch
3037,human,female,dark,2,hot lipstick/blonde bob
3038,human,female,albino,3,cap/spots/cigarette
3039,human,male,dark,3,frown/hoodie/mustache
3040,human,male,medium,3,front beard dark/nerd glasses/knitted cap
3041,human,male,medium,2,purple hair/mustache
3042,human,female,dark,3,black lipstick/mohawk/clown eyes blue
3043,human,female,light,3,vape/blue eye shadow/straight hair blonde
3044,human,female,medium,2,classic shades/straight hair dark
3045,human,male,light,3,peak spike/shadow beard/horned rim glasses
3046,human,male,light,3,cap/classic shades/earring
3047,human,male,light,3,shadow beard/wild hair/earring
3048,human,male,light,2,messy hair/clown eyes green
3049,human,male,light,2,hoodie/goat
3050,human,female,medium,2,horned rim glasses/stringy hair
3051,human,female,light,3,red mohawk/purple lipstick/earring
3052,human,male,light,3,normal beard black/cap/medical mask
3053,human,male,albino,3,muttonchops/earring/do-rag
3054,human,male,medium,2,messy hair/small shades
3055,human,male,albino,3,peak spike/front beard dark/nerd glasses
3056,human,male,albino,3,cap forward/earring/small shades
3057,human,female,dark,3,pink with hat/clown eyes green/hot lipstick
3058,human,female,dark,2,purple eye shadow/crazy hair
3059,human,female,dark,2,headband/earring
3060,human,female,albino,1,pigtails
3061,human,male,medium,2,hoodie/big shades
3062,human,male,light,3,luxurious beard/earring/shaved head
3063,human,male,dark,2,handlebars/clown hair green
3064,human,male,light,3,earring/horned rim glasses/cowboy hat
3065,human,male,light,2,wild hair/regular shades
3066,human,female,medium,4,black lipstick/clown eyes green/headband/earring
3067,human,male,dark,4,earring/horned rim glasses/goat/do-rag
3068,human,male,medium,3,shadow beard/wild hair/small shades
3069,human,male,dark,2,knitted cap/eye patch
3070,human,male,light,2,mohawk thin/earring
3071,human,female,light,2,clown hair green/hot lipstick
3072,human,male,medium,3,big shades/earring/shaved head
3073,human,male,light,3,bandana/eye mask/big beard
3074,human,male,medium,4,buck teeth/purple hair/vape/earring
3075,human,male,light,3,eye mask/pipe/do-rag
3076,human,female,albino,2,clown eyes green/mohawk dark
3077,human,male,light,2,classic shades/cowboy hat
3078,human,female,light,3,purple eye shadow/wild blonde/purple lipstick
3079,human,female,light,2,tassle hat/eye mask
3080,human,male,light,3,front beard/cap forward/earring
3081,human,male,light,2,classic shades/knitted cap
3082,human,female,light,3,black lipstick/clown eyes green/mohawk dark
3083,human,male,dark,2,chinstrap/cowboy hat
3084,human,female,light,4,black lipstick/regular shades/rosy cheeks/mohawk dark
3085,human,male,medium,4,frumpy hair/normal beard black/earring/vr
3086,human,male,medium,3,cap/regular shades/mole
3087,human,female,dark,3,tassle hat/blue eye shadow/hot lipstick
3088,human,male,dark,4,normal beard black/earring/top hat/vr
3089,human,female,albino,2,cap/earring
3090,human,male,medium,4,luxurious beard/frown/classic shades/mohawk
3091,human,male,albino,3,peak spike/muttonchops/classic shades
3092,human,female,light,2,green eye shadow/headband
3093,human,male,dark,2,bandana/horned rim glasses
3094,human,male,light,4,stringy hair/buck teeth/muttonchops/classic shades
3095,human,male,medium,3,cigarette/normal beard black/knitted cap
3096,human,female,medium,4,vape/pink with hat/earring/clown eyes blue
3097,human,male,medium,3,police cap/earring/normal beard
3098,human,female,light,4,pipe/mohawk thin/hot lipstick/nerd glasses
3099,human,male,light,4,bandana/spots/chinstrap/earring
3100,alien,male,,1,headband
3101,human,male,light,3,hoodie/shadow beard/nerd glasses
3102,human,female,medium,2,pink with hat/clown eyes green
3103,human,male,dark,2,shadow beard/clown hair green
3104,human,male,dark,2,horned rim glasses/mohawk dark
3105,human,female,dark,1,welding goggles
3106,human,male,dark,2,beanie/shadow beard
3107,human,male,dark,3,beanie/earring/big beard
3108,human,male,light,2,vr/mohawk dark
3109,human,female,medium,3,cap/purple lipstick/nerd glasses
3110,human,female,dark,3,bandana/earring/clown eyes blue
3111,human,female,albino,1,knitted cap
3112,human,female,medium,5,mole/blue eye shadow/straight hair blonde/hot lipstick/cigarette
3113,human,female,dark,3,dark hair/purple lipstick/clown eyes blue
3114,human,male,dark,2,classic shades/knitted cap
3115,human,male,medium,3,mohawk thin/goat/regular shades
3116,human,female,light,3,hot lipstick/blonde bob/clown eyes blue
3117,human,male,light,3,frown/crazy hair/regular shades
3118,human,female,medium,2,knitted cap/hot lipstick
3119,human,female,dark,3,wild white hair/black lipstick/horned rim glasses
3120,human,male,medium,3,cap forward/front beard dark/medical mask
3121,human,male,light,2,stringy hair/eye mask
3122,human,male,dark,3,luxurious beard/classic shades/mohawk dark
3123,human,male,dark,4,cigarette/cap/muttonchops/small shades
3124,human,female,medium,2,big shades/wild hair
3125,human,female,light,3,classic shades/half shaved/purple lipstick
3126,human,female,light,2,black lipstick/earring
3127,human,male,light,5,chinstrap/earring/nerd glasses/do-rag/mole
3128,human,male,albino,3,messy hair/earring/regular shades
3129,human,male,dark,3,vampire hair/chinstrap/vr
3130,human,male,medium,5,muttonchops/earring/rosy cheeks/small shades/mohawk dark
3131,human,female,albino,3,mole/dark hair/earring
3132,human,male,albino,2,nerd glasses/shaved head
3133,human,male,light,2,front beard dark/crazy hair
3134,human,male,medium,3,gold chain/crazy hair/regular shades
3135,human,female,light,3,black lipstick/pink with hat/clown eyes blue
3136,human,male,dark,3,rosy cheeks/headband/3d glasses
3137,human,male,medium,3,messy hair/big shades/normal beard
3138,human,male,light,2,cap/eye patch
3139,human,female,dark,3,big shades/spots/pink with hat
3140,human,female,light,2,black lipstick/mohawk thin
3141,human,male,medium,3,normal beard black/mohawk thin/nerd glasses
3142,human,male,light,3,goat/do-rag/small shades
3143,human,male,dark,3,handlebars/earring/shaved head
3144,human,male,dark,2,normal beard black/cowboy hat
3145,human,male,albino,3,do-rag/eye patch/mole
3146,human,male,medium,2,peak spike/vape
3147,human,male,light,3,bandana/goat/small shades
3148,human,female,dark,3,tassle hat/big shades/cigarette
3149,human,female,medium,3,black lipstick/mohawk/purple eye shadow
3150,human,male,dark,2,mohawk/eye patch
3151,human,female,albino,1,straight hair dark
3152,human,male,dark,3,bandana/frown/regular shades
3153,human,female,dark,2,straight hair blonde/classic shades
3154,human,male,medium,3,earring/do-rag/big beard
3155,human,female,medium,3,black lipstick/dark hair/cigarette
3156,human,male,medium,4,cigarette/eye mask/front beard dark/mohawk
3157,human,male,light,2,shadow beard/shaved head
3158,human,female,albino,3,mohawk thin/purple lipstick/earring
3159,human,male,medium,3,handlebars/wild hair/small shades
3160,human,male,dark,2,earring/top hat
3161,human,male,medium,2,eye mask/mohawk
3162,human,female,medium,2,messy hair/green eye shadow
3163,human,male,albino,2,normal beard black/mohawk
3164,human,male,dark,3,normal beard black/earring/crazy hair
3165,human,female,dark,2,clown eyes green/wild blonde
3166,human,female,dark,2,knitted cap/black lipstick
3167,human,male,light,3,earring/knitted cap/3d glasses
3168,human,male,dark,2,chinstrap/do-rag
3169,human,male,dark,2,messy hair/frown
3170,human,female,dark,2,wild white hair/green eye shadow
3171,human,male,medium,2,cigarette/small shades
3172,human,male,dark,2,stringy hair/frown
3173,human,male,dark,4,cap forward/front beard dark/horned rim glasses/mole
3174,human,male,medium,2,rosy cheeks/mohawk dark
3175,human,male,light,2,normal beard/shaved head
3176,human,female,medium,3,welding goggles/straight hair/earring
3177,human,male,dark,3,luxurious beard/frown/clown hair green
3178,human,female,light,3,wild white hair/purple lipstick/3d glasses
3179,human,female,light,2,mohawk/green eye shadow
3180,human,male,dark,3,shadow beard/knitted cap/3d glasses
3181,human,male,dark,3,front beard/frumpy hair/horned rim glasses
3182,human,male,light,2,cap/rosy cheeks
3183,human,female,albino,4,red mohawk/purple eye shadow/hot lipstick/earring
3184,human,male,light,4,frown/shadow beard/wild hair/regular shades
3185,human,female,light,3,messy hair/purple lipstick/earring
3186,human,male,dark,2,horned rim glasses/crazy hair
3187,human,female,medium,2,blonde bob/cigarette
3188,human,male,light,2,front beard/purple hair
3189,human,male,dark,2,frumpy hair/handlebars
3190,human,female,dark,3,straight hair/hot lipstick/earring
3191,human,male,medium,3,clown nose/shadow beard/mohawk dark
3192,human,male,dark,3,clown nose/front beard dark/knitted cap
3193,human,male,medium,2,peak spike/clown eyes green
3194,human,male,medium,4,cap forward/big shades/chinstrap/earring
3195,human,male,light,2,mohawk thin/front beard dark
3196,human,male,dark,5,cigarette/earring/horned rim glasses/goat/knitted cap
3197,human,male,medium,3,top hat/smile/regular shades
3198,human,female,medium,3,mole/black lipstick/dark hair
3199,human,male,dark,3,vape/knitted cap/mole
3200,human,male,medium,3,cigarette/horned rim glasses/headband
3201,human,female,light,3,blue eye shadow/straight hair blonde/purple lipstick
3202,human,female,albino,2,purple eye shadow/frumpy hair
3203,human,male,dark,3,cigarette/mustache/shaved head
3204,human,male,dark,3,peak spike/classic shades/pipe
3205,human,male,dark,4,muttonchops/classic shades/earring/mohawk dark
3206,human,male,dark,2,messy hair/gold chain
3207,human,female,medium,3,blue eye shadow/earring/cigarette
3208,human,male,medium,2,horned rim glasses/clown hair green
3209,human,male,dark,3,earring/3d glasses/mohawk dark
3210,human,female,medium,3,crazy hair/purple lipstick/nerd glasses
3211,zombie,male,,2,goat/headband
3212,human,female,medium,4,pipe/eye mask/straight hair blonde/purple lipstick
3213,human,male,dark,3,mohawk thin/earring/eye patch
3214,human,female,light,4,earring/mohawk dark/cigarette/nerd glasses
3215,human,male,dark,2,eye patch/mohawk dark
3216,human,male,medium,2,hoodie/pipe
3217,human,male,albino,4,stringy hair/big shades/chinstrap/earring
3218,human,male,dark,3,frumpy hair/classic shades/earring
3219,human,female,dark,2,black lipstick/mohawk
3220,human,female,dark,3,big shades/crazy hair/hot lipstick
3221,human,female,medium,4,vape/black lipstick/mohawk/earring
3222,human,female,light,2,big shades/mohawk dark
3223,human,male,albino,3,cigarette/eye mask/wild hair
3224,human,male,medium,3,cigarette/mohawk thin/normal beard
3225,human,female,light,4,mole/messy hair/silver chain/earring
3226,human,male,medium,3,muttonchops/nerd glasses/do-rag
3227,human,female,medium,3,straight hair/earring/nerd glasses
3228,human,male,light,3,chinstrap/do-rag/eye patch
3229,human,male,light,4,cap forward/earring/normal beard/small shades
3230,human,female,light,2,half shaved/rosy cheeks
3231,human,female,dark,2,purple eye shadow/straight hair
3232,human,male,medium,2,3d glasses/mohawk dark
3233,human,male,medium,3,hoodie/big shades/shadow beard
3234,human,male,albino,2,messy hair/handlebars
3235,human,male,dark,2,stringy hair/normal beard
3236,human,female,medium,3,pipe/blue eye shadow/messy hair
3237,human,male,albino,4,cigarette/chinstrap/wild hair/earring
3238,human,male,dark,3,messy hair/earring/regular shades
3239,human,male,medium,2,horned rim glasses/shaved head
3240,human,female,medium,3,blue eye shadow/wild white hair/earring
3241,human,female,medium,2,mohawk/purple lipstick
3242,human,male,medium,4,peak spike/chinstrap/classic shades/earring
3243,human,male,dark,2,clown eyes blue/mohawk dark
3244,human,male,dark,3,wild hair/goat/clown eyes green
3245,human,male,dark,3,cigarette/vr/do-rag
3246,human,female,light,2,mole/clown hair green
3247,human,female,light,3,messy hair/hot lipstick/earring
3248,human,male,medium,2,peak spike/pipe
3249,human,male,light,4,earring/nerd glasses/goat/do-rag
3250,human,male,light,3,horned rim glasses/crazy hair/smile
3251,human,female,albino,2,wild blonde/earring
3252,human,female,medium,3,black lipstick/wild blonde/clown eyes blue
3253,human,female,medium,3,purple lipstick/3d glasses/straight hair dark
3254,human,female,dark,4,dark hair/purple lipstick/earring/cigarette
3255,human,male,light,3,mohawk thin/vape/earring
3256,human,male,albino,1,cowboy hat
3257,human,female,light,3,black lipstick/stringy hair/earring
3258,human,male,medium,3,cap forward/nerd glasses/goat
3259,human,male,light,2,mohawk thin/vr
3260,human,male,dark,3,bandana/earring/eye patch
3261,human,male,dark,2,muttonchops/shaved head
3262,human,male,medium,4,frumpy hair/clown nose/muttonchops/regular shades
3263,human,female,medium,2,orange side/black lipstick
3264,human,female,medium,3,cap/big shades/earring
3265,human,male,medium,2,mohawk thin/3d glasses
3266,human,female,medium,3,messy hair/black lipstick/earring
3267,human,female,dark,3,orange side/black lipstick/earring
3268,human,male,light,4,clown eyes blue/earring/goat/crazy hair
3269,human,female,dark,2,dark hair/clown eyes blue
3270,human,male,medium,3,cap/earring/nerd glasses
3271,human,female,light,2,green eye shadow/pigtails
3272,human,male,dark,2,mohawk/small shades
3273,human,male,albino,3,cigarette/chinstrap/headband
3274,human,male,light,2,clown eyes blue/do-rag
3275,human,female,medium,3,silver chain/stringy hair/clown eyes blue
3276,human,male,medium,2,clown nose/peak spike
3277,human,female,light,3,tassle hat/regular shades/earring
3278,human,female,medium,2,cap/earring
3279,human,male,medium,2,mohawk/small shades
3280,human,male,medium,3,purple hair/earring/medical mask
3281,human,male,dark,3,beanie/earring/small shades
3282,human,male,albino,3,luxurious beard/earring/mohawk dark
3283,human,female,light,4,clown eyes green/frumpy hair/purple lipstick/rosy cheeks
3284,human,female,light,4,black lipstick/crazy hair/earring/cigarette
3285,human,male,albino,2,front beard dark/knitted cap
3286,human,male,dark,2,messy hair/normal beard
3287,human,female,light,1,classic shades
3288,human,male,medium,2,smile/mohawk dark
3289,human,female,dark,4,mole/hot lipstick/wild blonde/earring
3290,human,female,dark,3,red mohawk/hot lipstick/earring
3291,human,male,light,3,cap/big shades/normal beard
3292,human,male,medium,2,top hat/smile
